Name	C_inv	C_maint	C_op
NUCLEAR	0.000000	0.000000	0.000000
CCGT	146.241531	77.441474	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000000	0.000000	0.000000
PV	19435.474465	3382.641985	0.000000
WIND_ONSHORE	605.755653	126.000000	0.000000
WIND_OFFSHORE	338.407725	119.875000	0.000000
HYDRO_RIVER	27.825114	8.323392	0.000000
GEOTHERMAL	0.000000	0.000000	0.000000
IND_COGEN_GAS	298.942636	407.400805	0.000000
IND_COGEN_WOOD	0.000000	0.000000	0.000000
IND_COGEN_WASTE	49.882081	39.296414	0.000000
IND_BOILER_GAS	12.422636	3.710324	0.000000
IND_BOILER_WOOD	21.075517	6.283728	0.000000
IND_BOILER_OIL	0.000000	0.000000	0.000000
IND_BOILER_COAL	0.000000	0.000000	0.000000
IND_BOILER_WASTE	18.482302	5.510553	0.000000
IND_DIRECT_ELEC	182.043656	11.019053	0.000000
DHN_HP_ELEC	144.585004	104.233084	0.000000
DHN_COGEN_GAS	42.221336	26.172394	0.000000
DHN_COGEN_WOOD	18.935116	14.698118	0.000000
DHN_COGEN_WET_BIOMASS	150.619866	194.038450	0.000000
DHN_COGEN_WASTE	7.206760	5.677386	0.000000
DHN_BOILER_GAS	2.244898	0.670494	0.000000
DHN_BOILER_WOOD	16.846683	5.022889	0.000000
DHN_BOILER_OIL	23.269955	7.461496	0.000000
DHN_DEEP_GEO	0.562129	0.252000	0.000000
DHN_SOLAR	0.000000	0.000000	0.000000
DEC_HP_ELEC	319.722298	214.376809	0.000000
DEC_THHP_GAS	0.000000	0.000000	0.000000
DEC_COGEN_GAS	39.892054	45.047913	0.000000
DEC_COGEN_OIL	0.000000	0.000000	0.000000
DEC_ADVCOGEN_GAS	0.000000	0.000000	0.000000
DEC_ADVCOGEN_H2	0.000000	0.000000	0.000000
DEC_BOILER_GAS	215.926462	96.587692	0.000000
DEC_BOILER_WOOD	0.000000	0.000000	0.000000
DEC_BOILER_OIL	0.000000	0.000000	0.000000
DEC_SOLAR	1909.891682	368.938243	0.000000
DEC_DIRECT_ELEC	0.000000	0.000000	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000	0.000000
CAR_GASOLINE	0.000000	0.000000	0.000000
CAR_DIESEL	0.000000	0.000000	0.000000
CAR_NG	0.000000	0.000000	0.000000
CAR_HEV	0.000000	0.000000	0.000000
CAR_PHEV	0.000000	0.000000	0.000000
CAR_BEV	0.000000	0.000000	0.000000
CAR_FUEL_CELL	0.000000	0.000000	0.000000
TRAIN_FREIGHT	0.000000	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000	0.000000
TRUCK_NG	0.000000	0.000000	0.000000
NON_ENERGY_OIL	0.000000	0.000000	0.000000
NON_ENERGY_NG	0.000000	0.000000	0.000000
TS_DHN_SEASONAL	908.197631	104.541677	0.000000
SEASONAL_NG	0.000000	0.000000	0.000000
SEASONAL_H2	0.000000	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000	0.000000
EFFICIENCY	185.672478	0.000000	0.000000
DHN	414.839838	0.000000	0.000000
GRID	1370.046606	0.000000	0.000000
H2_ELECTROLYSIS	379.896650	506.951248	0.000000
H2_NG	41.380459	81.095259	0.000000
H2_BIOMASS	0.000000	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000	0.000000
PYROLYSIS	0.000000	0.000000	0.000000
ATM_CCS	0.000000	0.000000	0.000000
INDUSTRY_CCS	225.627163	169.530546	0.000000
SYN_METHANATION	750.500499	887.133747	0.000000
BIOMETHANATION	32.990443	4.774000	0.000000
ELECTRICITY	0.000000	0.000000	0.000000
GASOLINE	0.000000	0.000000	0.000000
DIESEL	0.000000	0.000000	100.609229
BIOETHANOL	0.000000	0.000000	0.000000
BIODIESEL	0.000000	0.000000	0.000000
LFO	0.000000	0.000000	1.289256
NG	0.000000	0.000000	5010.807062
SNG	0.000000	0.000000	0.000000
WOOD	0.000000	0.000000	461.138400
WET_BIOMASS	0.000000	0.000000	297.835200
COAL	0.000000	0.000000	0.000000
URANIUM	0.000000	0.000000	0.000000
WASTE	0.000000	0.000000	261.072000
H2	0.000000	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
