Name	C_inv	C_maint	C_op
NUCLEAR	0.000000	0.000000	0.000000
CCGT	146.241531	77.441474	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000000	0.000000	0.000000
PV	25586.660125	4453.223457	0.000000
WIND_ONSHORE	605.755653	126.000000	0.000000
WIND_OFFSHORE	338.407725	119.875000	0.000000
HYDRO_RIVER	27.825114	8.323392	0.000000
GEOTHERMAL	0.000000	0.000000	0.000000
IND_COGEN_GAS	397.237558	541.357710	0.000000
IND_COGEN_WOOD	0.000000	0.000000	0.000000
IND_COGEN_WASTE	49.882081	39.296414	0.000000
IND_BOILER_GAS	9.863847	2.946079	0.000000
IND_BOILER_WOOD	18.709529	5.578302	0.000000
IND_BOILER_OIL	0.000000	0.000000	0.000000
IND_BOILER_COAL	9.315315	2.777389	0.000000
IND_BOILER_WASTE	31.605395	9.423243	0.000000
IND_DIRECT_ELEC	159.348852	9.645342	0.000000
DHN_HP_ELEC	144.585004	104.233084	0.000000
DHN_COGEN_GAS	23.188353	14.374124	0.000000
DHN_COGEN_WOOD	18.935116	14.698118	0.000000
DHN_COGEN_WET_BIOMASS	147.331971	189.802766	0.000000
DHN_COGEN_WASTE	7.206760	5.677386	0.000000
DHN_BOILER_GAS	2.319728	0.692844	0.000000
DHN_BOILER_WOOD	16.846683	5.022889	0.000000
DHN_BOILER_OIL	24.368894	7.813870	0.000000
DHN_DEEP_GEO	0.562129	0.252000	0.000000
DHN_SOLAR	0.000000	0.000000	0.000000
DEC_HP_ELEC	951.777458	638.175741	0.000000
DEC_THHP_GAS	0.000000	0.000000	0.000000
DEC_COGEN_GAS	0.000000	0.000000	0.000000
DEC_COGEN_OIL	0.000000	0.000000	0.000000
DEC_ADVCOGEN_GAS	0.000000	0.000000	0.000000
DEC_ADVCOGEN_H2	0.000000	0.000000	0.000000
DEC_BOILER_GAS	10.800998	4.831476	0.000000
DEC_BOILER_WOOD	0.000000	0.000000	0.000000
DEC_BOILER_OIL	0.000000	0.000000	0.000000
DEC_SOLAR	1618.851877	312.717404	0.000000
DEC_DIRECT_ELEC	0.000000	0.000000	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000	0.000000
CAR_GASOLINE	0.000000	0.000000	0.000000
CAR_DIESEL	0.000000	0.000000	0.000000
CAR_NG	0.000000	0.000000	0.000000
CAR_HEV	0.000000	0.000000	0.000000
CAR_PHEV	0.000000	0.000000	0.000000
CAR_BEV	0.000000	0.000000	0.000000
CAR_FUEL_CELL	0.000000	0.000000	0.000000
TRAIN_FREIGHT	0.000000	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000	0.000000
TRUCK_NG	0.000000	0.000000	0.000000
NON_ENERGY_OIL	0.000000	0.000000	0.000000
NON_ENERGY_NG	0.000000	0.000000	0.000000
TS_DHN_SEASONAL	908.197631	104.541677	0.000000
SEASONAL_NG	0.000000	0.000000	0.000000
SEASONAL_H2	1563.350681	1189.526730	0.000000
CO2_STORAGE	0.000000	0.000000	0.000000
EFFICIENCY	185.672478	0.000000	0.000000
DHN	414.496485	0.000000	0.000000
GRID	1412.047822	0.000000	0.000000
H2_ELECTROLYSIS	399.578715	533.215885	0.000000
H2_NG	0.000000	0.000000	0.000000
H2_BIOMASS	0.000000	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000	0.000000
PYROLYSIS	0.000000	0.000000	0.000000
ATM_CCS	0.000000	0.000000	0.000000
INDUSTRY_CCS	225.627163	169.530546	0.000000
SYN_METHANATION	750.500499	887.133747	0.000000
BIOMETHANATION	0.000000	0.000000	0.000000
ELECTRICITY	0.000000	0.000000	0.000000
GASOLINE	0.000000	0.000000	0.000000
DIESEL	0.000000	0.000000	0.000000
BIOETHANOL	0.000000	0.000000	0.000000
BIODIESEL	0.000000	0.000000	0.000000
LFO	0.000000	0.000000	1.289256
NG	0.000000	0.000000	2885.872360
SNG	0.000000	0.000000	0.000000
WOOD	0.000000	0.000000	461.138400
WET_BIOMASS	0.000000	0.000000	297.835200
COAL	0.000000	0.000000	131.020602
URANIUM	0.000000	0.000000	0.000000
WASTE	0.000000	0.000000	261.072000
H2	0.000000	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
