Name	C_inv	C_maint	C_op
NUCLEAR	0.000000	0.000000	0.000000
CCGT	146.241531	77.441474	0.000000
COAL_US	0.000000	0.000000	0.000000
COAL_IGCC	0.000000	0.000000	0.000000
PV	12447.143169	2166.359723	0.000000
WIND_ONSHORE	605.755653	126.000000	0.000000
WIND_OFFSHORE	338.407725	119.875000	0.000000
HYDRO_RIVER	27.825114	8.323392	0.000000
GEOTHERMAL	0.000000	0.000000	0.000000
IND_COGEN_GAS	298.942636	407.400805	0.000000
IND_COGEN_WOOD	0.000000	0.000000	0.000000
IND_COGEN_WASTE	49.882081	39.296414	0.000000
IND_BOILER_GAS	21.094099	6.300269	0.000000
IND_BOILER_WOOD	21.075517	6.283728	0.000000
IND_BOILER_OIL	8.529490	2.734975	0.000000
IND_BOILER_COAL	24.136616	7.196404	0.000000
IND_BOILER_WASTE	16.356594	4.876767	0.000000
IND_DIRECT_ELEC	182.043656	11.019053	0.000000
DHN_HP_ELEC	144.585004	104.233084	0.000000
DHN_COGEN_GAS	42.221336	26.172394	0.000000
DHN_COGEN_WOOD	18.935116	14.698118	0.000000
DHN_COGEN_WET_BIOMASS	77.473471	99.806438	0.000000
DHN_COGEN_WASTE	7.206760	5.677386	0.000000
DHN_BOILER_GAS	2.319728	0.692844	0.000000
DHN_BOILER_WOOD	16.846683	5.022889	0.000000
DHN_BOILER_OIL	9.115993	2.923037	0.000000
DHN_DEEP_GEO	0.562129	0.252000	0.000000
DHN_SOLAR	0.000000	0.000000	0.000000
DEC_HP_ELEC	20.696024	13.876879	0.000000
DEC_THHP_GAS	0.000000	0.000000	0.000000
DEC_COGEN_GAS	39.892054	45.047913	0.000000
DEC_COGEN_OIL	0.000000	0.000000	0.000000
DEC_ADVCOGEN_GAS	0.000000	0.000000	0.000000
DEC_ADVCOGEN_H2	0.000000	0.000000	0.000000
DEC_BOILER_GAS	303.719211	135.858928	0.000000
DEC_BOILER_WOOD	57.951909	30.229739	0.000000
DEC_BOILER_OIL	276.848707	247.548375	0.000000
DEC_SOLAR	1525.405876	294.666221	0.000000
DEC_DIRECT_ELEC	0.000000	0.000000	0.000000
TRAMWAY_TROLLEY	0.000000	0.000000	0.000000
BUS_COACH_DIESEL	0.000000	0.000000	0.000000
BUS_COACH_HYDIESEL	0.000000	0.000000	0.000000
BUS_COACH_CNG_STOICH	0.000000	0.000000	0.000000
BUS_COACH_FC_HYBRIDH2	0.000000	0.000000	0.000000
TRAIN_PUB	0.000000	0.000000	0.000000
CAR_GASOLINE	0.000000	0.000000	0.000000
CAR_DIESEL	0.000000	0.000000	0.000000
CAR_NG	0.000000	0.000000	0.000000
CAR_HEV	0.000000	0.000000	0.000000
CAR_PHEV	0.000000	0.000000	0.000000
CAR_BEV	0.000000	0.000000	0.000000
CAR_FUEL_CELL	0.000000	0.000000	0.000000
TRAIN_FREIGHT	0.000000	0.000000	0.000000
BOAT_FREIGHT_DIESEL	0.000000	0.000000	0.000000
BOAT_FREIGHT_NG	0.000000	0.000000	0.000000
TRUCK_DIESEL	0.000000	0.000000	0.000000
TRUCK_FUEL_CELL	0.000000	0.000000	0.000000
TRUCK_NG	0.000000	0.000000	0.000000
NON_ENERGY_OIL	0.000000	0.000000	0.000000
NON_ENERGY_NG	0.000000	0.000000	0.000000
TS_DHN_SEASONAL	826.886860	95.182079	0.000000
SEASONAL_NG	0.000000	0.000000	0.000000
SEASONAL_H2	0.000000	0.000000	0.000000
CO2_STORAGE	0.000000	0.000000	0.000000
EFFICIENCY	185.672478	0.000000	0.000000
DHN	325.418617	0.000000	0.000000
GRID	1322.329235	0.000000	0.000000
H2_ELECTROLYSIS	262.135113	349.804935	0.000000
H2_NG	34.829022	68.256095	0.000000
H2_BIOMASS	0.000000	0.000000	0.000000
GASIFICATION_SNG	0.000000	0.000000	0.000000
PYROLYSIS	0.000000	0.000000	0.000000
ATM_CCS	0.000000	0.000000	0.000000
INDUSTRY_CCS	152.857253	114.853075	0.000000
SYN_METHANATION	508.446958	601.012865	0.000000
BIOMETHANATION	84.198835	12.184293	0.000000
ELECTRICITY	0.000000	0.000000	0.000000
GASOLINE	0.000000	0.000000	0.000000
DIESEL	0.000000	0.000000	1624.833801
BIOETHANOL	0.000000	0.000000	0.000000
BIODIESEL	0.000000	0.000000	0.000000
LFO	0.000000	0.000000	481.784821
NG	0.000000	0.000000	7154.367701
SNG	0.000000	0.000000	0.000000
WOOD	0.000000	0.000000	461.138400
WET_BIOMASS	0.000000	0.000000	297.835200
COAL	0.000000	0.000000	0.000000
URANIUM	0.000000	0.000000	0.000000
WASTE	0.000000	0.000000	261.072000
H2	0.000000	0.000000	0.000000
ELEC_EXPORT	0.000000	0.000000	0.000000
CO2_EMISSIONS	0.000000	0.000000	0.000000
RES_WIND	0.000000	0.000000	0.000000
RES_SOLAR	0.000000	0.000000	0.000000
RES_HYDRO	0.000000	0.000000	0.000000
RES_GEO	0.000000	0.000000	0.000000
CO2_ATM	0.000000	0.000000	0.000000
CO2_INDUSTRY	0.000000	0.000000	0.000000
CO2_CAPTURED	0.000000	0.000000	0.000000
